userId,LIKE_0,DISLIKE_0,LIKE_1,DISLIKE_1,LIKE_2,DISLIKE_2,LIKE_3,DISLIKE_3,LIKE_4,DISLIKE_4,LIKE_5,DISLIKE_5,LIKE_6,DISLIKE_6,LIKE_7,DISLIKE_7,LIKE_8,DISLIKE_8,LIKE_9,DISLIKE_9,LIKE_10,DISLIKE_10,LIKE_11,DISLIKE_11,LIKE_12,DISLIKE_12,LIKE_13,DISLIKE_13,LIKE_14,DISLIKE_14,LIKE_15,DISLIKE_15,LIKE_16,DISLIKE_16,LIKE_17,DISLIKE_17,LIKE_18,DISLIKE_18,LIKE_19,DISLIKE_19
2509,118,1949,2177,1010,2257,3482,936,615,349,1853,1949,3173,1920,118,3482,349,2302,325,239,2885,325,2371,3173,936,2885,3180,2175,2175,274,2302,2618,274,2241,2618,1853,610,2410,181,848,503
2510,615,615,2717,3482,1853,2175,2344,2717,1010,2654,320,1010,2371,1853,2654,971,274,641,2630,2344,1350,894,3448,3066,118,936,3120,2398,3482,2371,610,118,1651,320,2175,610,2111,1095,325,67
2511,1853,2371,274,1853,2371,1010,1010,3482,1118,274,2885,2410,848,796,2177,2672,1845,421,1592,2302,682,3448,3173,2175,1858,3546,2302,325,3061,3296,2398,3173,3546,420,1582,1858,2111,14,3391,615
2512,2302,3173,1010,3330,1006,2175,3173,2885,1853,2111,349,1949,936,1010,421,349,325,848,848,936,2177,1006,2058,118,274,3482,2816,353,1463,181,2672,2717,1592,2707,2885,2208,2175,2302,2715,67
2513,1949,2257,1853,1010,1118,2371,698,1949,3117,2211,2177,2654,349,1853,2618,1337,2836,2581,3482,1365,633,1817,1817,1374,2816,3117,2420,1148,2707,349,610,992,2623,1204,1365,1291,3046,69,2114,1827
2514,1949,1949,2371,615,349,1010,2885,349,936,1853,3173,3482,2410,936,325,3180,3482,2717,848,503,2302,2175,2175,2654,3391,118,615,320,118,2371,1010,3173,2111,3117,2618,627,2177,325,1754,2111
2515,615,615,3482,3482,2177,1853,936,274,274,1010,1853,518,503,3117,118,2398,1010,503,682,894,2717,421,2111,1560,2410,682,349,2717,3117,3173,848,2654,1006,2410,2175,2175,2398,936,1920,3091
2516,1010,325,349,349,1949,2302,1853,1949,325,936,3482,615,1006,1853,610,3120,936,3482,2177,1010,2371,320,2302,274,118,118,1035,2717,1925,2371,2885,2410,2618,2177,2410,933,2111,1350,3180,3180
2517,325,1949,1853,349,1010,3482,1949,3173,3482,1010,349,1853,118,118,2371,2618,936,2111,615,325,2175,2371,2344,936,2410,610,2302,2885,610,2302,274,2175,2885,2257,3173,615,2717,2177,2177,848
2518,2177,301,2410,2885,274,2552,1920,2177,3435,2527,2432,1402,2111,2498,503,2715,201,1023,1543,325,894,2410,3482,3514,2885,1006,1716,3137,1708,936,1768,1947,3182,2980,615,1010,3173,274,971,1592
2519,615,3117,2177,615,3482,3308,1920,274,503,2177,421,3482,3044,2717,118,2344,274,2715,894,2111,2885,1853,2410,3448,936,1700,2241,1337,2111,3187,2432,481,3275,578,349,2241,3183,2302,1543,2410
2520,3173,1010,1010,1828,737,2552,894,2800,325,1241,421,2344,1946,349,2432,1439,1920,2257,2177,826,3120,3421,2773,2672,3482,3051,615,1708,1447,2241,936,1859,1949,2432,67,596,872,3120,1006,2885
2521,1764,3173,3173,563,872,1121,2642,1006,563,213,3356,894,2383,2612,3137,2552,2648,2241,1213,2413,1616,1035,3206,875,107,1699,1834,325,371,3544,959,739,905,1768,2432,1094,1883,2344,3068,1133
2522,3391,1949,2410,615,2618,748,1039,503,1949,894,936,349,777,2302,682,3482,349,213,2302,2717,325,2885,3482,1447,2717,2175,1853,1010,1035,1853,1830,2654,2552,3391,872,936,1268,2618,503,1920
2523,1949,1949,748,1010,2302,1853,3482,503,503,615,2885,213,936,1616,3173,777,1853,3173,349,3296,2175,1920,3391,2175,2410,2654,1010,1560,615,325,894,2371,2371,1374,2618,349,325,1006,2717,2885
2524,615,1949,1949,1010,748,615,3482,1853,894,325,503,894,2302,503,349,3296,936,1374,213,748,2410,2371,2177,2410,325,349,2717,421,1447,2885,2111,1560,2885,1401,118,2398,1768,2175,420,2654
2525,2177,615,936,1010,118,3482,2302,894,2885,936,325,1949,3173,274,3482,1560,1853,3173,615,1853,349,325,2410,118,682,2398,503,2717,1006,1374,274,503,971,2302,213,320,14,2111,2111,2371
2526,349,1949,936,325,2177,1920,325,2618,2371,3391,1010,1006,118,615,3482,2371,1006,1377,2885,349,2111,1350,894,3402,1949,2885,503,1159,615,2104,2715,2773,933,1447,1853,1417,777,3173,1350,2672
2527,1949,1949,2302,118,3391,2618,2257,2302,2618,349,349,3391,2885,3173,2371,1010,181,181,289,289,3173,325,2177,2177,118,936,2175,3482,3201,274,274,2885,325,1853,848,2257,3482,3180,1592,2371
2528,1949,1920,349,2410,2302,2618,2618,349,2177,289,3391,3391,325,2177,2257,1949,289,2532,2836,2692,3482,367,2717,1037,3187,2886,2371,3443,2111,1057,1010,3204,3180,747,3546,2766,181,421,848,1352
2529,936,1949,2177,2175,1920,1010,349,615,503,2241,3173,1895,2885,3482,3187,503,118,1146,894,2816,213,2885,2410,605,274,2056,3482,2107,615,3247,1006,1883,2648,3090,2498,1703,2175,3031,2715,1920
2530,2371,615,1949,1983,325,1296,1010,1782,1377,6,1853,1825,1845,3124,349,421,1324,2839,1925,2095,1039,0,1118,3518,274,2489,2302,39,2885,2228,2410,2817,2618,3416,3391,3180,1229,2771,1006,3097
2531,1949,1949,2618,748,894,615,3482,894,2302,503,2717,349,936,3482,615,1006,2410,2371,2885,2410,503,2302,325,3391,1204,325,748,3180,2695,2717,118,646,420,1447,1447,578,2175,199,349,3069
2532,503,2177,2177,936,615,213,3482,615,2885,274,2302,3173,213,503,596,894,3391,1853,2642,3482,894,2885,2410,2410,3275,2241,1768,682,3120,118,420,2398,936,1010,2175,2175,274,3275,1543,2111
2533,349,615,2177,936,615,2177,2302,3173,1010,894,1350,3482,3448,2175,118,1853,3482,682,682,971,2717,1768,1853,325,3546,2398,325,1845,3120,67,14,349,274,1920,2111,420,2410,3330,1651,1010
2534,349,3482,3482,2177,1949,118,2618,1853,118,2257,2302,2618,610,349,289,2175,848,936,2257,862,2410,777,2177,503,3330,2410,2717,615,1853,289,936,3546,2175,181,274,2371,2111,2302,325,2823
2535,3482,1853,936,615,2177,1010,118,3482,615,936,1010,1949,349,325,1853,118,2410,274,274,3173,2885,2717,2175,2371,325,349,1006,2111,3173,3117,2717,503,1920,1006,777,848,2302,2344,2111,2175
2536,3173,1949,936,1010,118,3173,3482,615,503,1853,325,3482,615,936,349,325,274,2371,2177,118,2410,349,2175,2885,682,2111,2885,2175,2241,848,2111,2302,1920,2717,894,2344,777,274,2302,3180
2537,2177,274,3482,615,2111,1853,2410,2410,1010,2398,1853,1010,1920,796,2241,2344,936,1120,796,2175,274,2717,349,936,2885,2111,777,3117,118,2241,325,2177,2302,3448,1708,3044,2432,2371,503,826
2538,349,2885,2302,2618,2177,936,118,1006,2885,2302,2410,615,2618,2175,3391,894,936,2058,3173,1920,1006,325,3482,2717,1845,420,1768,518,2058,2211,2715,933,3187,2241,2672,503,2043,349,274,848
2539,349,615,2177,325,936,1949,3482,3482,2302,1853,325,936,615,2717,118,118,2410,2302,274,503,1949,748,2885,3117,1010,3391,1853,848,2175,1010,1006,2885,1920,2111,2618,274,2111,1006,894,349
2540,1949,1949,748,1563,3482,1010,2302,1006,349,952,615,1853,2371,2222,325,1374,3391,3270,1010,2371,2885,877,2618,386,2717,3308,2344,2511,610,1987,2410,2654,274,615,936,3448,2175,503,894,748
2541,936,349,3173,1853,213,1010,349,2177,3482,1949,2885,2257,615,2618,2241,518,503,1843,2047,1791,3366,1946,1387,1697,2302,3482,2177,936,2410,2187,274,479,1006,3173,2648,3544,421,1807,3047,3526
2542,2885,1949,2302,3117,1949,503,1920,2998,2175,2427,2715,1853,118,3544,1754,2717,2695,1924,213,1288,2111,2885,3173,933,2410,936,2066,1716,1198,894,848,3448,67,1560,325,2056,349,2314,615,627
2543,3173,1949,2175,2175,1949,1920,3498,2432,2208,3173,1544,844,2371,848,3330,2885,3391,2302,1616,3330,274,774,936,503,1592,349,1463,1549,3051,1853,1377,3482,349,2612,957,1592,1709,2715,2648,2536
2544,1949,1949,2618,615,118,3173,2302,2175,3482,1853,349,894,2177,3482,325,320,3391,503,936,213,1010,349,748,2654,1853,3391,615,421,2885,748,3173,1010,289,2885,2410,2302,2175,3180,213,181
2545,1949,1949,1853,615,503,503,3173,894,1920,748,2410,3173,213,118,3482,627,615,3429,2302,421,325,2175,936,1010,748,3117,777,2578,894,2717,349,2177,2432,1288,2175,2885,274,936,2177,2410
2546,2177,3391,3391,2177,2885,2885,2302,615,349,371,2715,2302,1716,2410,2111,274,2410,3275,2618,3482,1853,503,3156,1853,201,682,936,2717,3120,118,3482,2432,3173,936,615,3044,3187,848,1920,1010
2547,1949,894,615,1949,748,1401,2717,428,894,228,420,1010,1447,2833,1939,2654,2766,3549,3117,1143,1560,194,2314,2409,3069,3580,2088,3247,2387,147,1853,3174,3366,1491,604,503,1920,891,2410,2388
2548,2177,936,349,1949,2302,3482,3391,615,2290,2302,1949,2177,289,1853,2257,2836,2885,349,3206,2717,638,2885,1845,2410,325,320,1006,2618,1120,826,1389,1035,821,1976,748,274,3482,2371,2043,1010
2549,2177,615,2302,2410,936,349,1853,2885,349,2177,2410,3173,2885,2618,1006,3482,503,421,274,3275,1920,1321,3391,14,325,3117,1010,1920,3482,274,2618,894,118,2695,894,3366,748,2717,1949,503
2550,1949,1949,2302,2175,349,3296,2885,3173,748,1592,3482,2885,936,2705,2410,615,2175,2371,325,1010,3391,2302,2618,118,615,349,118,3482,3330,610,2371,1616,2177,1377,2695,848,894,67,3120,641
2551,1949,1949,615,1010,503,1563,2410,2222,748,54,894,215,349,1560,3482,1439,2717,503,421,615,3391,1374,2618,693,2302,877,2034,2654,646,213,2885,1268,3275,1853,936,3448,213,748,1006,796
2552,1949,1949,894,615,503,1010,748,2371,3482,3296,615,503,349,748,936,325,682,1853,2410,2885,213,349,325,2175,421,2410,2432,894,1920,2302,2177,3391,2885,2618,2717,627,1543,1324,3182,1560
2553,1949,2177,2642,1853,2302,2302,1463,2618,3391,118,3400,289,2177,2672,1703,3541,118,349,615,3391,3296,274,578,748,2175,936,3439,3093,3173,1989,1678,105,2257,3482,274,1010,2885,633,349,1676
2554,2177,2177,615,2302,936,2111,3482,3482,2302,118,503,615,2410,349,274,2885,2717,2371,349,2715,894,2410,3120,2717,2642,274,2344,3204,682,936,971,1006,3448,2695,2885,3448,2175,1768,1920,3206
2555,1949,1949,615,1010,748,1401,1853,1853,1010,748,325,1976,894,1560,503,796,3482,2885,2654,503,213,1268,349,675,610,2578,118,3117,633,2971,3046,2494,2672,596,67,469,2695,3204,3117,627
2556,1010,1010,1853,1853,1949,615,349,2371,3482,3482,615,1949,325,2175,2717,2885,2371,118,118,2410,936,936,3546,1377,3173,1006,610,503,2344,2816,2111,2056,3117,682,2410,1374,274,2344,2302,992
2557,2302,3391,1853,2618,3482,2177,1949,2302,936,349,3391,3482,2618,2885,2177,118,349,936,1010,289,610,1949,3180,2410,289,3173,894,325,3120,748,615,1920,2885,181,2717,2175,2371,274,325,3120
2558,1949,1949,748,615,2885,894,503,1853,349,1010,2410,503,2302,748,325,2654,2371,596,2175,3117,936,627,3482,325,615,2344,894,2618,1010,2088,3296,213,682,2905,3391,485,2618,3429,213,2578
2559,1853,1010,1010,1853,3117,615,3482,3482,2344,274,2371,2717,610,2398,325,3117,1006,118,936,682,1949,2344,698,2654,349,2111,2717,1374,615,2371,118,3091,3448,3546,274,349,1708,936,992,3308
2560,2177,1853,936,615,349,3482,2090,371,2302,1010,2648,682,503,3173,2410,421,2885,503,213,936,274,420,3482,1920,2618,2410,3173,894,421,274,3120,1543,615,3156,289,1006,2175,2258,3391,1708
2561,3482,1853,615,1010,349,3482,2717,2717,1853,325,2111,349,2177,2177,2344,2344,118,2410,848,67,2175,1684,936,2175,1010,2715,610,682,3120,118,2302,848,274,3391,641,1039,325,2520,320,1697
2562,349,1949,2177,2056,3482,1010,2302,1754,936,2885,3391,2175,3173,1853,748,325,118,615,2885,2717,325,2344,1949,481,213,274,503,2371,274,118,3120,936,1006,3156,1920,2302,2618,2695,1853,777
2563,3482,1949,1949,325,1010,936,2302,1651,289,3120,3180,1350,118,274,2618,2371,2410,2302,325,118,2371,2344,2111,615,349,2654,615,1341,610,2618,3296,707,1853,1010,2344,1155,992,3296,2816,349
2564,2885,1010,2111,1853,2371,2371,274,3173,2410,2885,2177,274,1853,3482,325,325,2175,2398,2302,615,3173,1949,1592,2175,848,2111,118,2302,3482,936,796,2410,936,1592,2715,848,3044,118,67,349
2565,2177,3482,615,777,349,503,3482,2241,682,615,2302,349,2410,1920,2717,1010,936,2177,2175,2432,1853,3156,1010,1362,2344,1762,3117,894,2371,3108,2885,1724,3391,2410,3120,2111,2642,1858,971,2885
2566,2717,2302,2344,349,2177,2885,2410,2058,3482,2175,615,2717,118,2618,936,933,349,3330,274,936,325,2695,3187,615,2715,3018,1920,3482,2302,3156,2111,1768,2630,3206,1010,1853,2816,2715,3448,3187
2567,2177,239,1920,3044,274,274,239,2257,3044,2885,2885,1920,2410,3482,118,1708,2257,2241,3482,118,936,615,3514,2371,2241,2177,349,3183,2302,1010,2111,1853,503,2302,3173,936,2432,3173,2642,503
2568,2257,2257,2618,1949,2177,181,289,349,349,3482,2302,325,1949,2302,3391,2618,118,3180,1920,2177,748,320,2692,118,2410,289,239,3173,274,848,3482,2111,2885,1444,2695,1095,936,2426,2307,3391
2569,1949,1949,3482,3173,3117,3117,615,3482,1010,627,1853,349,627,1853,325,615,349,3180,3173,181,992,2257,936,2578,3180,1920,118,2175,698,848,1337,1616,894,698,2717,1010,503,2344,3120,503
2570,2177,3482,615,1010,936,349,3482,118,349,1853,118,1949,2302,615,503,848,1920,2177,2241,2717,325,2618,2410,936,3120,610,2885,3173,2111,2111,748,325,1006,3117,2618,2344,1350,748,14,1226
2571,349,615,2177,1853,2618,1616,3482,421,2302,3173,289,2302,118,349,936,1010,2410,936,2885,3482,1949,1949,3391,2715,2257,3296,3120,118,1920,503,3173,213,1006,796,325,2177,1010,1035,1853,1925
2572,1949,325,2618,936,2177,118,3482,1949,1853,3117,503,2371,2314,682,2111,3514,118,2642,872,1365,1350,1439,2885,3296,615,1592,1644,992,3402,3067,2766,615,1428,3173,349,1708,2175,1484,2552,3149
2573,2302,274,2177,1853,349,2885,274,2410,2410,3482,1010,1010,3391,2302,1853,2177,936,2111,3482,2371,2715,2175,2111,3391,2371,615,1350,2715,325,3120,615,325,971,3173,2175,2398,2885,3044,213,3183
2574,2618,1949,2302,1010,3391,3391,3182,2302,421,2257,2257,349,1949,1573,1006,2618,936,289,349,2410,1447,274,1417,1268,854,936,2600,1350,118,214,289,3421,1319,3069,2836,1463,301,811,2885,3514
2575,615,349,894,2111,2717,3487,349,2302,2302,3391,2618,826,748,325,1949,1198,3482,971,503,748,936,1039,2885,3482,2177,848,118,1410,3391,872,2410,1771,325,304,2695,777,2058,503,420,1411
2576,1949,1949,615,748,503,615,349,894,1010,1010,748,3482,1853,2175,2410,1853,2717,3046,894,610,3482,2520,325,1969,936,2410,2302,2618,2371,325,2885,420,118,274,1920,67,3391,2717,2618,349
2577,2371,1010,1010,3173,1949,118,1377,2371,1853,1949,325,1853,2111,325,1592,936,2885,3482,3482,2175,610,67,118,796,1324,349,936,615,3173,2302,2302,1592,2175,2410,3296,2800,2410,274,1616,2717
2578,1949,1949,748,894,2302,503,615,615,2885,748,3391,1447,2717,213,2371,325,3482,1204,349,2695,2410,1853,2618,2241,1006,349,2175,3180,578,933,3187,2836,2642,3492,503,118,1321,3487,682,3482
2579,1853,1949,1010,3482,325,3180,1006,2095,1949,610,3173,1684,682,1010,118,3269,1035,1321,1121,2048,2672,3,1357,280,3117,3173,936,1674,826,3117,3091,1337,3482,3508,2618,2344,1573,615,894,992
2580,2257,2257,349,349,289,118,1949,2302,2618,3391,2177,289,118,2618,2302,3482,3482,2705,1626,3201,421,181,2371,2177,2692,421,1827,2854,3330,2344,2175,2111,3391,148,181,748,610,3546,2705,3180
2581,3482,1949,1949,1010,936,615,615,1853,349,3482,325,325,1010,3173,1853,2371,118,421,2302,936,2177,2717,3173,274,2885,610,1006,320,274,894,2410,118,682,2654,2111,349,2175,181,503,1374
2582,2177,615,3482,2398,936,2371,2410,1853,2302,1010,2111,274,615,3482,503,3117,2885,894,349,2717,274,3546,1853,2175,118,320,3448,3066,3120,2111,1350,2654,1010,1949,3391,2511,1920,2445,2717,503
2583,615,2773,3117,1549,2177,1920,3482,737,936,2172,349,2823,1853,3504,2578,3253,2715,1057,3173,0,1920,1622,118,2047,2778,3148,2717,1708,1726,641,274,942,14,2432,1010,2535,503,1241,627,2175
2584,1949,1949,2885,325,2618,615,748,748,1754,894,3391,1010,2175,349,2302,2302,2058,2371,2410,3482,2695,2175,420,503,3400,2885,243,1447,1447,2111,274,118,936,848,3482,1853,821,2398,1845,213
2585,615,2717,3482,615,2398,274,1853,1853,3066,2344,274,1010,2445,2177,3546,2654,894,2302,1010,3448,2177,3120,3391,2445,3308,3066,2717,2175,2111,1125,3117,2885,2175,320,503,2630,2511,3330,1700,3117
2586,1920,1949,349,615,2177,2302,118,936,2302,3482,1949,2717,3173,1651,289,2695,3448,3120,3482,1337,2642,2885,2410,228,848,274,2618,2618,274,3514,936,748,3514,2398,2695,1754,1006,894,2885,2058
2587,2177,2177,936,517,615,2302,118,2715,3482,3391,325,3385,2111,2410,1853,2642,349,936,2410,2717,503,274,1006,615,274,3187,2302,2344,3117,201,2717,2672,2715,349,1920,2885,1010,2175,1350,1920
2588,2177,1853,349,1949,936,349,2302,1402,3482,3482,615,2618,118,2717,2618,2302,1010,2177,2717,2552,2885,2175,3391,3031,578,325,3180,2836,3120,289,1949,1444,2111,2839,1350,2261,2695,3391,274,1039
2589,615,2371,1853,3066,2371,1853,2398,615,1010,274,2717,2445,274,1010,2344,2344,3482,2398,2111,3117,2410,3120,2654,894,320,2175,2175,2816,2642,1035,1549,1708,2696,2885,3066,1920,3308,2410,1700,2717
2590,1949,1949,3482,3173,936,615,3173,2175,615,3482,2177,2885,503,349,349,2302,118,503,213,1006,777,118,421,894,2410,2618,2618,1010,1006,421,3275,1920,325,2177,3117,748,2302,2410,1350,936
2591,610,641,1853,610,67,633,633,3482,641,2420,1010,848,3046,118,1949,1853,349,547,2344,349,3482,2111,325,2114,2717,543,1095,2705,3448,1095,2816,2672,2111,897,3180,3150,936,1010,2420,2344
2592,2885,2302,2177,2885,848,3482,2302,3173,1920,118,2410,615,3173,349,3044,2177,274,2717,936,936,2715,1949,2371,2618,1592,1920,796,1592,3514,2175,3206,2410,118,2058,2241,3514,2111,2371,1708,1447
2593,2816,615,325,325,2111,349,1010,2717,67,936,1853,2302,936,3482,2344,2177,826,118,796,274,615,2885,2717,3187,2715,1006,2410,2410,3482,3391,274,503,2371,3120,2177,2371,1592,2175,3546,1920
2594,2177,1949,349,615,2618,3482,936,1010,2410,349,3482,1853,2302,3180,3391,3173,1920,325,748,118,2885,2618,118,2885,289,894,274,503,3514,936,2175,2302,777,748,615,2654,503,3117,2432,181
2595,936,615,2177,1949,118,1853,615,1010,503,936,3482,3482,325,325,3173,3173,349,3180,1853,2717,2302,3117,2885,2398,2410,2111,1920,349,1006,274,2241,610,2111,118,894,2371,3275,2885,682,2654
2596,2177,3173,3482,2177,936,936,349,2410,2302,2302,2410,274,615,2885,2885,894,1920,118,274,503,503,3391,118,1949,2111,1920,3120,349,3514,848,2618,1010,3391,1853,894,3514,325,2111,2241,615
2597,2177,349,349,118,118,3482,2618,2618,289,2177,3482,2302,3173,181,1708,615,936,936,2410,325,777,1949,2257,2111,796,627,2175,2717,2307,3117,1920,2885,503,3448,2885,320,3546,933,748,1350
2598,2177,615,3173,1010,2885,3482,503,1853,1920,3173,3482,1949,1949,274,349,936,936,325,2302,503,3391,2885,118,2175,615,2410,2618,894,2175,2302,2410,3117,777,118,274,2398,213,2111,2111,2177
2599,2177,1010,3391,615,2302,1853,615,1092,2642,2371,2885,1949,274,633,1321,3173,936,274,2410,2222,503,1374,3120,963,3187,2094,2717,2285,3448,3487,1920,3183,2111,2111,118,3328,3156,2398,349,3546
2600,894,503,3482,274,615,615,3117,3366,2398,3514,420,3183,118,3117,274,3482,2432,421,992,3173,320,3047,3182,848,1920,1321,213,2432,518,420,3108,2398,1949,992,2717,1010,726,1853,3235,1543
2601,1949,1949,3173,1010,2175,3482,118,3173,3482,1853,936,615,349,349,1853,325,2885,118,2371,936,325,2175,1010,3117,848,610,2302,2654,2344,3180,2111,894,3117,421,615,2344,421,2885,610,2717
2602,2177,274,2618,2177,349,615,289,2111,2302,894,3391,3482,936,1920,2257,3120,3482,2885,1920,2410,274,1853,118,2175,503,971,2410,2344,748,2302,2111,1010,2885,3448,3173,1745,1949,3117,2307,349
2603,1949,1949,3482,615,325,1920,641,503,633,952,1853,2371,1010,1616,67,3296,547,2885,349,3117,2114,349,2871,894,1849,3448,971,1560,748,137,897,627,615,2654,767,748,2420,213,610,67
2604,3482,3482,936,1010,325,615,615,118,2302,1949,2717,2654,349,2302,2177,936,1853,325,2111,2618,1010,320,274,3391,118,2175,682,2058,2410,1853,3120,952,971,2410,2885,2177,1920,503,1006,2885
2605,2177,1853,503,936,936,1010,615,3173,3482,2111,2410,2177,274,3482,2885,2410,682,1920,325,2302,894,1949,2175,118,1920,615,2432,325,349,349,3120,2885,2302,503,1006,777,777,274,213,2241
2606,615,615,936,1853,2302,325,1006,3482,1010,971,325,274,349,1010,2177,2177,118,2410,1853,2654,2410,503,3482,2717,2717,2111,2371,3448,1949,3546,971,2302,682,2398,3117,2175,2885,320,3391,894
2607,1949,1949,2175,1853,2371,1010,349,3296,2885,2371,325,615,67,2343,748,3482,2302,2432,3296,503,615,2302,1377,2175,3330,2410,1845,118,386,633,274,137,936,610,1798,2800,1010,1560,3482,2659
2608,2177,936,936,2717,2302,2111,3482,274,274,1853,349,615,118,3482,2885,971,3391,2175,2410,2177,615,2410,2111,1010,1920,682,3120,1006,325,2344,503,3330,1350,2885,1006,421,2618,325,971,2630
2609,325,1949,349,1010,1010,1853,2302,2302,3482,349,2885,325,118,3180,1853,2257,2410,615,2371,2111,2175,3120,2816,3482,936,848,3391,2398,1949,578,610,2715,3173,3391,2177,936,1006,2836,2618,748
2610,2885,2177,274,2410,2302,615,2371,2885,2177,2111,3391,3482,325,936,1592,503,1830,682,118,894,301,2717,2410,3448,3120,1853,1845,349,1006,2175,3482,3173,1010,848,2398,118,3206,1010,682,274
2611,2885,3173,503,2648,2177,596,1447,737,3173,406,2241,503,1920,1591,274,118,213,897,2149,1941,2302,1674,3142,1786,3391,1405,1644,2914,1600,1094,894,3482,3546,194,737,2854,1198,1365,936,395
2612,1949,1949,615,1447,748,748,894,1006,503,615,3482,503,2302,777,3391,1920,2717,349,2885,578,2618,3069,349,326,2410,1563,3514,1010,2371,2222,821,215,936,54,2175,963,274,1374,213,3270
2613,1708,1010,2410,2584,201,1744,3173,1853,2432,0,1543,3270,503,2196,2111,1439,3044,963,2241,3188,3206,3175,737,1836,1920,1937,2823,181,3275,2277,2177,413,1665,593,3236,2552,3448,2717,1592,646
2614,1010,1010,325,1853,349,1949,2371,3330,3482,2175,1949,1377,2618,386,2111,2371,118,1035,2410,1708,289,325,2816,3046,2302,2208,1853,610,593,349,777,410,1925,67,2177,3482,2257,181,848,2520
2615,2302,1949,1949,3296,3391,2175,2618,2654,118,503,2257,2717,3173,3117,2177,615,181,627,349,3173,2885,3330,3482,3180,936,3482,289,479,325,3294,2175,213,1920,421,274,1268,1853,3498,3180,2578
2616,1949,1949,1010,1010,1853,3173,325,1853,349,421,3173,615,936,3482,2885,2175,118,2885,2175,274,3482,936,2177,2654,2302,2371,615,325,274,894,2371,213,2618,2302,2257,118,894,420,3330,503
2617,2177,615,3482,3117,2410,2511,274,3308,615,1700,118,3482,1920,2578,936,2937,325,274,2302,2445,2111,3066,3514,992,2885,2890,3117,952,2715,2109,503,2654,3120,726,682,3069,2432,2778,1350,2398
2618,2410,1949,349,349,2177,2302,325,615,3482,3482,1006,2885,118,118,2175,1853,1920,2717,936,936,796,1010,1853,325,1010,2175,503,2618,2885,848,2111,3173,274,578,3173,2177,682,503,2695,748
2619,1949,1949,615,1010,748,325,894,1039,2175,748,503,54,1447,877,1010,2654,2302,1560,2618,1401,3482,1853,349,2371,2717,349,420,3296,2885,309,1853,1377,325,1324,2344,3204,3330,2885,274,2410
2620,1949,1949,2302,349,2257,2257,349,3482,3482,2302,3391,2618,2618,289,2177,118,118,2175,3180,3330,289,2177,2175,936,936,610,610,181,2111,641,2885,2717,748,3391,633,2885,2371,2111,3330,3173
2621,3391,2836,2302,3218,2885,2175,349,2885,2618,682,1006,325,1949,3482,1592,118,2177,1946,3201,2302,2695,2354,289,1768,1768,3236,2371,183,1324,2432,2410,2773,325,2177,3296,2211,3173,800,2642,3391
2622,1853,2885,2371,2302,1010,325,615,1949,1377,3120,325,3482,349,3117,1324,698,3180,2717,2885,1010,2398,320,2410,2654,1949,1321,3482,1350,118,1651,2302,118,2111,936,2816,1337,848,615,936,2344
2623,2177,971,2302,615,3482,2816,2410,1439,274,325,936,2371,2885,936,615,118,894,682,503,2177,118,274,349,1010,2111,2111,3391,777,1920,2715,325,3066,3120,1374,2241,503,2432,1853,1006,213
2624,2885,1949,325,1010,936,1853,2177,2371,3482,2111,1949,3173,349,325,2302,2398,2111,2885,1853,1324,2410,1146,615,2717,2717,3482,2371,1377,1010,2410,894,610,3120,274,118,615,274,3120,2314,349
2625,3482,1949,1949,3180,349,3482,1010,615,325,3117,1853,181,610,627,936,1853,2717,2654,3117,118,615,3173,2344,992,2371,777,2111,320,3180,1010,118,349,2618,2257,627,2175,2302,1337,933,936
2626,2177,2302,2302,2177,3391,118,2618,1920,349,274,2885,2257,118,2885,289,2410,2257,3391,936,3514,2410,936,3482,1949,3173,2618,325,421,1949,349,1920,325,1010,2175,181,3173,274,3275,748,3482
2627,1949,1949,615,1010,3482,3296,503,3173,325,615,1010,894,777,2371,748,2175,2410,213,894,503,936,1853,1853,2885,2717,420,349,748,2177,325,420,274,3173,421,2618,2410,118,3366,421,1946
2628,1010,615,1853,2175,3482,503,2241,420,615,1010,2177,2717,2816,274,971,349,1560,2177,3183,2302,777,3330,796,325,1920,894,2111,1853,936,3546,325,3182,421,2715,3044,3391,682,2048,274,2410
2629,2177,615,936,936,349,1853,118,3482,2618,2302,3482,2177,2302,325,2885,1010,1920,349,325,118,3173,2885,2410,2717,289,1949,1949,2111,777,848,1006,274,1010,503,503,2410,274,3173,1853,971
2630,2177,2885,2885,2175,936,2177,2302,3391,3482,3514,118,3044,349,1853,3391,3448,274,2302,2410,2111,2175,3330,325,848,213,748,615,615,503,118,2111,2371,3173,936,1920,2398,1768,421,3120,1920
2631,1949,615,615,1949,894,2717,748,894,503,1853,420,607,1447,2109,3180,3117,2695,627,2302,349,891,3482,1853,2654,2398,320,3482,2088,2717,3429,213,1560,421,2111,228,848,274,2241,2618,2885
2632,1949,1949,615,1010,748,1853,2302,615,349,3296,503,2175,3482,213,894,503,2618,1374,936,1560,1447,2885,420,2371,2885,894,2410,67,3391,325,2717,1563,118,309,325,2222,2695,54,848,877
2633,3296,1949,1401,1010,894,615,3495,3117,2371,936,1949,2257,3182,872,420,3482,2885,3391,3096,3173,615,894,239,1401,936,2375,1653,2410,2298,3296,2019,1411,2449,2371,2312,2258,1118,586,2691,1798
